step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
178,CASH_IN,356.33,C000035127,24920.45,24564.12,C000047812,2039.03,2395.37,0,0
178,TRANSFER,3432.69,C000029771,3760.66,327.97,C000015534,309.85,3742.54,0,0
178,CASH_OUT,2024.25,C000006962,734.49,0.0,C000022289,1883.54,3907.79,0,0
178,CASH_OUT,704.13,C000036644,2668.46,1964.33,C000002935,818.29,1522.42,0,0
178,CASH_OUT,138.74,C000005820,2626.64,2487.91,C000037877,4257.83,4396.57,0,0
178,CASH_OUT,2334.59,C000048993,1775.84,0.0,C000040285,554.32,2888.91,0,0
178,TRANSFER,998.08,C000025996,514.33,0.0,C000018118,563.01,1561.1,0,0
178,CASH_IN,1230.43,C000039348,168.05,0.0,C000032878,974.31,2204.74,0,0
178,CASH_IN,2077.36,C000040082,2994.83,917.47,C000018169,2138.28,4215.64,0,0
178,CASH_OUT,171.91,C000003935,42881.2,42709.28,C000040776,106.99,278.9,0,0
178,CASH_OUT,1193.31,C000013215,955.33,0.0,C000022823,489.26,1682.57,0,0
178,TRANSFER,192.29,C000013461,1510.76,1318.47,C000025082,2038.82,2231.11,0,0
178,TRANSFER,88.23,C000036393,12593.48,12505.25,C000065268,876.3,964.53,0,0
178,CASH_IN,900.78,C000043077,106.42,0.0,C000014543,433.1,1333.88,0,0
178,TRANSFER,923.29,C000051604,16052.78,15129.49,C000060531,23988.65,24911.94,0,0
178,CASH_OUT,257.95,C000044932,4965.11,4707.17,C000064578,69065.33,69323.27,0,0
178,PAYMENT,1080.11,C000060917,12250.42,11170.31,C000064764,992.46,2072.56,0,0
178,TRANSFER,2585.74,C000035320,1241.03,0.0,C000029013,2144.07,4729.81,0,0
178,CASH_IN,3082.87,C000053756,5915.42,2832.55,C000047594,688.77,3771.64,0,0
178,CASH_IN,1011.73,C000015634,3683.06,2671.34,C000050480,720.52,1732.25,0,0
178,DEBIT,899.49,C000008849,640.37,0.0,C000033138,775.99,1675.48,0,0
178,PAYMENT,8007.58,C000003484,5308.18,0.0,C000039735,2189.71,10197.29,0,0
178,CASH_OUT,319.84,C000038287,9716.43,9396.59,C000005637,343.96,663.8,0,0
178,PAYMENT,243.5,C000013920,1859.78,1616.27,C000030479,970.2,1213.71,0,0
178,TRANSFER,256.45,C000057116,2895.62,2639.17,C000046945,192.66,449.12,0,0
178,PAYMENT,2169.35,C000019208,1200.92,0.0,C000016216,50.82,2220.17,0,0
178,CASH_IN,966.11,C000026177,1419.39,453.28,C000063692,235.54,1201.65,0,0
178,CASH_IN,17205.91,C000030909,2138.27,0.0,C000063564,941.4,18147.31,0,0
178,PAYMENT,1543.97,C000026896,1658.51,114.54,C000052008,5472.14,7016.11,0,0
178,PAYMENT,1172.08,C000010705,12383.42,11211.33,C000054954,3854.9,5026.98,0,0
178,DEBIT,692.17,C000042219,10028.92,9336.75,C000017049,1732.04,2424.21,0,0
178,CASH_IN,706.15,C000055608,34152.47,33446.32,C000036698,3258.09,3964.24,0,0
178,PAYMENT,143.23,C000043240,415.67,272.45,C000008454,1380.28,1523.51,0,0
178,CASH_OUT,450.47,C000057099,20677.01,20226.54,C000044279,8553.1,9003.57,0,0
178,TRANSFER,5234.94,C000010466,1349.4,0.0,C000018590,510.65,5745.59,0,0
178,CASH_IN,507.23,C000027394,892.94,385.71,C000039772,4133.42,4640.65,0,0
178,CASH_IN,1183.74,C000019547,767.49,0.0,C000053718,2316.73,3500.47,0,0
178,PAYMENT,2457.3,C000029748,6940.49,4483.18,C000018700,486.8,2944.1,0,0
178,CASH_IN,222.96,C000036333,10368.68,10145.72,C000031177,167.66,390.61,0,0
178,CASH_OUT,3468.9,C000009309,1688.49,0.0,C000025094,1168.1,4637.01,0,0
178,DEBIT,1713.65,C000033754,204.75,0.0,C000051977,2236.5,3950.15,0,0
178,PAYMENT,434.66,C000043484,5597.49,5162.83,C000056077,2717.32,3151.98,0,0
178,PAYMENT,1430.88,C000050317,4212.9,2782.01,C000054447,6638.57,8069.45,0,0
178,CASH_OUT,1403.38,C000036273,4137.43,2734.05,C000002130,44.0,1447.39,0,0
178,CASH_OUT,4389.39,C000016022,4078.6,0.0,C000063916,932.92,5322.3,0,0
178,TRANSFER,128.2,C000022821,2653.98,2525.78,C000048900,2941.53,3069.73,0,0
178,PAYMENT,186.6,C000033741,3273.42,3086.82,C000038281,1575.42,1762.02,0,0
178,CASH_IN,3874.06,C000027183,2246.73,0.0,C000028387,885.31,4759.36,0,0
178,CASH_IN,252.38,C000050638,1049.51,797.13,C000041038,407.93,660.31,0,0
178,CASH_IN,288.85,C000029842,370.95,82.1,C000041182,28566.97,28855.82,0,0
178,PAYMENT,117.15,C000044940,780.63,663.47,C000040712,1141.06,1258.22,0,0
178,PAYMENT,894.1,C000022889,51529.22,50635.12,C000029776,2682.33,3576.43,0,0
178,PAYMENT,486.73,C000038932,5136.46,4649.73,C000054761,6574.99,7061.72,0,0
178,CASH_OUT,4676.05,C000051362,142.15,0.0,C000054257,302.8,4978.85,0,0
178,TRANSFER,8586.35,C000045429,15532.48,6946.12,C000009733,595.88,9182.24,0,0
178,CASH_IN,44.48,C000024889,1038.74,994.26,C000054009,177.86,222.33,0,0
178,CASH_OUT,37.77,C000059841,4796.22,4758.45,C000017919,542.19,579.96,0,0
178,CASH_OUT,1182.61,C000008859,6791.19,5608.58,C000017577,1942.76,3125.37,0,0
178,CASH_OUT,965.72,C000004210,3777.09,2811.37,C000055768,273.6,1239.32,0,0
178,TRANSFER,99.57,C000000116,2393.11,2293.54,C000024073,1494.77,1594.35,0,0
178,CASH_IN,68.11,C000060397,582.45,514.34,C000029697,15697.33,15765.44,0,0
178,DEBIT,651.71,C000003967,9395.87,8744.16,C000032355,2495.09,3146.8,0,0
178,CASH_OUT,268.19,C000058538,125.51,0.0,C000003765,7083.5,7351.69,0,0
178,PAYMENT,203.66,C000010439,3612.39,3408.73,C000010943,98.75,302.41,0,0
178,PAYMENT,144.17,C000062976,12345.08,12200.91,C000002847,3225.7,3369.87,0,0
178,TRANSFER,2274.67,C000050016,2505.01,230.35,C000043370,3736.77,6011.43,0,0
178,PAYMENT,222.97,C000012263,1311.53,1088.55,C000048991,2628.12,2851.09,0,0
178,PAYMENT,1776.9,C000052990,1081.91,0.0,C000050822,4194.27,5971.17,0,0
178,PAYMENT,64.94,C000030828,559.3,494.37,C000022739,2128.35,2193.28,0,0
178,CASH_IN,130.88,C000015889,4210.21,4079.33,C000001240,3863.12,3994.0,0,0
178,CASH_IN,219.8,C000001119,69.87,0.0,C000024041,575.58,795.37,0,0
178,PAYMENT,1762.57,C000018110,1055.03,0.0,C000045296,6112.53,7875.1,0,0
178,CASH_OUT,999.94,C000050401,521.38,0.0,C000054082,1047.39,2047.33,0,0
178,CASH_IN,186.87,C000064575,17116.87,16930.0,C000038756,652.61,839.47,0,0
178,CASH_IN,100.21,C000005820,2415.56,2315.35,C000012332,685.04,785.26,0,0
178,PAYMENT,165.79,C000039642,41354.51,41188.71,C000031472,24487.91,24653.7,0,0
178,CASH_IN,795.11,C000065162,200.89,0.0,C000021167,974.73,1769.84,0,0
178,CASH_IN,318.14,C000063500,4429.7,4111.56,C000014982,1720.71,2038.84,0,0
178,CASH_OUT,6971.93,C000057372,477.58,0.0,C000053130,536.86,7508.79,0,0
178,CASH_OUT,2053.12,C000012056,17483.46,15430.34,C000011244,108508.99,110562.11,0,0
178,CASH_IN,4334.49,C000007875,9146.35,4811.86,C000040791,158.05,4492.54,0,0
178,CASH_OUT,1715.93,C000062446,3567.14,1851.2,C000017064,152.94,1868.88,0,0
178,CASH_OUT,7470.66,C000035753,2543.2,0.0,C000046366,7895.58,15366.24,0,0
178,PAYMENT,148.64,C000028310,765.88,617.23,C000066313,243.0,391.64,0,0
178,CASH_OUT,740.06,C000039142,3112.7,2372.64,C000060650,15074.85,15814.9,0,0
178,CASH_OUT,106.29,C000062953,743.65,637.35,C000039402,137.48,243.77,0,0
178,CASH_OUT,586.95,C000065596,7056.07,6469.12,C000063547,1671.75,2258.7,0,0
178,PAYMENT,6236.59,C000013127,316.42,0.0,C000035417,5953.67,12190.26,0,0
178,PAYMENT,7006.33,C000038576,2056.13,0.0,C000030753,4255.03,11261.35,0,0
178,CASH_OUT,733.79,C000043219,4664.1,3930.32,C000051566,2522.57,3256.36,0,0
178,PAYMENT,57.72,C000037579,1064.1,1006.38,C000025770,3808.97,3866.69,0,0
178,CASH_OUT,126.54,C000001685,5767.81,5641.28,C000026197,224.06,350.6,0,0
178,CASH_OUT,583.45,C000037027,424.23,0.0,C000048581,259.68,843.13,0,0
178,CASH_OUT,775.74,C000010189,4275.43,3499.69,C000039610,4741.13,5516.88,0,0
178,PAYMENT,439.16,C000034177,5631.58,5192.42,C000064841,152000.54,152439.7,0,0
178,CASH_IN,1089.28,C000012980,1456.35,367.06,C000033868,7185.7,8274.99,0,0
178,PAYMENT,570.23,C000048061,547.9,0.0,C000056621,1266.08,1836.31,0,0
178,PAYMENT,783.83,C000017260,2356.39,1572.55,C000040665,1116.17,1900.01,0,0
178,CASH_IN,914.13,C000007544,20689.24,19775.11,C000018801,18871.2,19785.33,0,0
178,CASH_IN,503.98,C000049887,4956.11,4452.13,C000013700,740.07,1244.05,0,0
178,CASH_OUT,495.87,C000020741,167.67,0.0,C000063886,4598.8,5094.67,0,0
178,PAYMENT,1672.96,C000042765,369.34,0.0,C000029729,8573.92,10246.88,0,0
178,CASH_OUT,333.22,C000038590,9645.49,9312.26,C000023975,1945.44,2278.66,0,0
178,CASH_OUT,173.12,C000025237,1111.42,938.3,C000061254,138.85,311.97,0,0
178,PAYMENT,6606.83,C000013580,16004.17,9397.34,C000018121,305.92,6912.75,0,0
178,CASH_IN,5443.24,C000058610,1504.2,0.0,C000029552,9526.14,14969.37,0,0
178,PAYMENT,1180.32,C000050936,11307.18,10126.85,C000037139,149.19,1329.51,0,0
178,PAYMENT,1172.54,C000060917,16907.46,15734.91,C000043076,539.08,1711.63,0,0
178,CASH_OUT,4704.51,C000017219,11369.52,6665.01,C000048995,4865.41,9569.92,0,0
178,CASH_OUT,1198.04,C000037290,5563.77,4365.73,C000002957,199.13,1397.17,0,0
178,CASH_IN,382.44,C000051150,867.02,484.59,C000049856,413.61,796.05,0,0
178,CASH_OUT,254.6,C000056395,6647.81,6393.21,C000030066,12472.17,12726.77,0,0
178,DEBIT,859.31,C000047375,623.43,0.0,C000045241,14600.09,15459.4,0,0
178,CASH_IN,168.62,C000058026,321.64,153.02,C000035718,29069.35,29237.96,0,0
178,CASH_OUT,2592.88,C000055943,6460.98,3868.09,C000007484,282.03,2874.91,0,0
178,PAYMENT,722.54,C000003149,3607.9,2885.36,C000065542,12974.14,13696.68,0,0
178,CASH_OUT,27923.36,C000042839,27923.36,0.0,C000046416,362.08,28285.44,1,0
178,PAYMENT,5169.67,C000050512,1934.7,0.0,C000017427,20468.11,25637.78,0,0
178,CASH_OUT,2544.91,C000046939,4684.17,2139.26,C000035827,1626.49,4171.39,0,0
178,PAYMENT,591.25,C000057303,7061.96,6470.71,C000028785,3894.1,4485.35,0,0
178,CASH_OUT,507.69,C000034378,10209.63,9701.94,C000024479,2876.13,3383.83,0,0
178,CASH_OUT,1039.1,C000026368,1536.23,497.13,C000064665,345.86,1384.96,0,0
178,PAYMENT,486.9,C000056574,8075.36,7588.46,C000048950,95.47,582.38,0,0
178,PAYMENT,1302.61,C000036769,9997.78,8695.16,C000021124,4190.64,5493.26,0,0
178,PAYMENT,1805.69,C000033989,242.42,0.0,C000000287,1386.51,3192.19,0,0
178,PAYMENT,1831.26,C000055398,9357.51,7526.25,C000008164,426.07,2257.33,0,0
178,CASH_IN,388.36,C000028257,2310.82,1922.46,C000031341,187.77,576.13,0,0
178,PAYMENT,10384.21,C000020478,5437.92,0.0,C000021689,8350.52,18734.73,0,0
178,CASH_IN,831.01,C000057215,1953.97,1122.95,C000018892,3779.35,4610.37,0,0
178,CASH_OUT,398.88,C000006127,300.8,0.0,C000017228,105994.57,106393.45,0,0
178,PAYMENT,1330.42,C000046932,3498.75,2168.33,C000035847,16079.1,17409.51,0,0
178,PAYMENT,6831.01,C000050998,39371.16,32540.14,C000036210,6130.54,12961.56,0,0
178,PAYMENT,1209.19,C000056291,4749.83,3540.64,C000059797,7893.51,9102.7,0,0
178,CASH_OUT,2268.96,C000066360,842.07,0.0,C000017270,8.77,2277.73,0,0
178,PAYMENT,239.98,C000012309,1377.91,1137.94,C000044984,1462.59,1702.57,0,0
178,CASH_OUT,1157.79,C000059696,15202.76,14044.98,C000012300,358.66,1516.45,0,0
178,CASH_IN,2915.95,C000010696,13189.89,10273.94,C000000702,258.63,3174.58,0,0
178,TRANSFER,290.38,C000016262,21042.34,20751.97,C000045886,4172.48,4462.85,0,0
178,PAYMENT,10.82,C000021746,988.65,977.83,C000035273,550.45,561.27,0,0
178,CASH_IN,4600.63,C000027530,46535.62,41934.99,C000009752,157.53,4758.16,0,0
178,PAYMENT,1545.07,C000046115,8375.11,6830.04,C000031979,4391.64,5936.71,0,0
178,CASH_IN,1323.81,C000034705,1906.11,582.3,C000037095,16236.31,17560.11,0,0
178,CASH_OUT,1271.42,C000044018,1016.44,0.0,C000028424,1436.28,2707.71,0,0
178,TRANSFER,9592.58,C000006186,2630.82,0.0,C000023134,1096.87,10689.45,0,0
178,PAYMENT,4360.0,C000037364,1486.91,0.0,C000011760,3420.59,7780.59,0,0
178,CASH_OUT,2221.94,C000062722,860.43,0.0,C000040912,1510.26,3732.2,0,0
178,CASH_IN,90.63,C000033974,20292.56,20201.93,C000024516,1126.88,1217.51,0,0
178,CASH_OUT,139.22,C000063470,2872.29,2733.07,C000065070,1723.13,1862.34,0,0
178,DEBIT,345.73,C000065163,14653.85,14308.11,C000050920,5244.45,5590.18,0,0
178,TRANSFER,38.74,C000024208,1068.59,1029.85,C000027946,677.73,716.47,0,0
178,CASH_OUT,553.38,C000038140,370.69,0.0,C000064315,1272.83,1826.21,0,0
178,TRANSFER,789.68,C000035588,19928.29,19138.62,C000036066,1572.54,2362.22,0,0
178,PAYMENT,562.09,C000034383,19134.93,18572.84,C000017347,4928.01,5490.1,0,0
178,PAYMENT,143.29,C000053449,7880.77,7737.49,C000048139,1042.42,1185.71,0,0
178,TRANSFER,526.81,C000020339,361.82,0.0,C000063634,704.92,1231.73,0,0
178,CASH_IN,110.18,C000017258,5016.19,4906.01,C000039572,6313.41,6423.59,0,0
178,CASH_OUT,1133.83,C000040164,2665.55,1531.73,C000037646,10587.11,11720.93,0,0
178,CASH_IN,938.56,C000060032,4965.11,4026.55,C000056086,579.92,1518.48,0,0
178,CASH_IN,522.92,C000049368,4793.13,4270.2,C000022103,2655.17,3178.09,0,0
178,CASH_IN,33.81,C000037535,7046.06,7012.25,C000026722,1039.33,1073.14,0,0
178,CASH_OUT,2008.9,C000006212,8975.42,6966.52,C000000711,96.36,2105.26,0,0
178,PAYMENT,1268.37,C000002788,2530.79,1262.41,C000000733,467.56,1735.94,0,0
178,DEBIT,117.4,C000062272,4496.77,4379.37,C000048258,3123.89,3241.29,0,0
178,PAYMENT,92.55,C000006847,1794.81,1702.26,C000034001,5039.8,5132.34,0,0
178,PAYMENT,462.99,C000013305,1511.44,1048.46,C000040175,41.28,504.26,0,0
178,CASH_IN,301.38,C000028357,6289.5,5988.12,C000010794,697.81,999.19,0,0
178,TRANSFER,540.68,C000034783,146.47,0.0,C000063759,2234.95,2775.64,0,0
178,TRANSFER,1350.71,C000021842,6019.8,4669.09,C000056588,112.02,1462.73,0,0
178,CASH_IN,7700.67,C000056404,2414.84,0.0,C000011981,878.43,8579.1,0,0
178,CASH_OUT,1060.33,C000061746,4977.83,3917.5,C000029776,44638.9,45699.23,0,0
178,CASH_OUT,463.07,C000042259,13332.55,12869.48,C000033819,2145.63,2608.71,0,0
178,CASH_OUT,49.93,C000008960,26288.6,26238.67,C000055278,92.6,142.53,0,0
178,PAYMENT,836.46,C000050382,103.44,0.0,C000049816,197.83,1034.29,0,0
178,CASH_OUT,614.69,C000049699,13093.18,12478.48,C000029352,4578.43,5193.13,0,0
178,CASH_IN,2947.63,C000058611,10358.38,7410.76,C000009061,29029.57,31977.19,0,0
178,CASH_IN,1187.36,C000057810,10734.64,9547.28,C000028450,927.65,2115.01,0,0
178,CASH_IN,184.71,C000031187,1450.25,1265.53,C000044306,485.88,670.59,0,0
178,CASH_OUT,13431.3,C000056502,1626.69,0.0,C000064865,4565.65,17996.95,0,0
178,PAYMENT,801.68,C000009080,1507.43,705.75,C000023428,651.08,1452.77,0,0
178,DEBIT,3155.16,C000066533,191.97,0.0,C000045398,428.42,3583.58,0,0
178,TRANSFER,123.94,C000058892,230.15,106.21,C000006279,1603.94,1727.88,0,0
178,TRANSFER,7887.62,C000003780,8096.97,209.36,C000012414,117.3,8004.91,0,0
178,CASH_OUT,959.61,C000025362,1249.47,289.87,C000065288,4286.16,5245.77,0,0
178,PAYMENT,1503.14,C000031235,948.5,0.0,C000021991,1016.23,2519.37,0,0
178,CASH_OUT,11761.28,C000000528,2747.18,0.0,C000038344,221.56,11982.84,0,0
178,DEBIT,662.14,C000004240,733.65,71.51,C000039314,11267.23,11929.37,0,0
178,PAYMENT,659.78,C000023928,4508.51,3848.72,C000008536,208.58,868.36,0,0
178,PAYMENT,2517.17,C000007916,1570.79,0.0,C000050542,434.83,2952.01,0,0
178,DEBIT,635.43,C000053383,1784.42,1148.99,C000008813,3349.56,3984.98,0,0
178,PAYMENT,1981.02,C000035880,9264.73,7283.7,C000002487,59666.54,61647.57,0,0
178,PAYMENT,1834.58,C000057051,3261.69,1427.11,C000007905,7986.37,9820.95,0,0
178,DEBIT,1873.79,C000023480,18049.77,16175.97,C000053143,5120.96,6994.75,0,0
178,CASH_IN,617.26,C000027131,378.05,0.0,C000049296,928.03,1545.28,0,0
178,CASH_OUT,2027.02,C000049986,78430.69,76403.68,C000015192,410.26,2437.28,0,0
178,CASH_OUT,950.96,C000024629,29624.94,28673.98,C000043300,382.12,1333.07,0,0
178,PAYMENT,162.95,C000058605,652.46,489.51,C000050268,1352.58,1515.54,0,0
178,CASH_IN,523.54,C000013293,207.79,0.0,C000063416,450.47,974.01,0,0
178,PAYMENT,209.87,C000044882,9872.2,9662.34,C000037187,6994.2,7204.07,0,0
178,CASH_OUT,533.16,C000059005,2852.92,2319.76,C000013822,3489.24,4022.39,0,0
178,CASH_OUT,1174.46,C000021589,11252.71,10078.25,C000011864,10266.71,11441.17,0,0
178,CASH_OUT,35.38,C000033171,21632.17,21596.79,C000061097,782.04,817.42,0,0
178,DEBIT,1588.58,C000006879,8179.51,6590.93,C000020335,3081.02,4669.59,0,0
178,CASH_IN,270.71,C000060973,225.07,0.0,C000065379,1947.64,2218.35,0,0
178,CASH_OUT,1356.7,C000047043,409.88,0.0,C000037222,698.08,2054.78,0,0
178,PAYMENT,1217.09,C000053283,5328.46,4111.37,C000040814,287.27,1504.36,0,0
178,TRANSFER,24852.22,C000003217,288622.36,263770.13,C000025371,2500.77,27353.0,0,0
178,DEBIT,1161.37,C000047479,1384.46,223.08,C000060881,136.1,1297.47,0,0
178,DEBIT,132.03,C000011778,649.19,517.17,C000025507,806.69,938.72,0,0
178,CASH_IN,108.78,C000014604,2167.1,2058.33,C000001416,91166.14,91274.92,0,0
178,TRANSFER,3575.85,C000007648,16072.15,12496.3,C000062177,517.79,4093.65,0,0
178,CASH_IN,905.05,C000013022,17648.75,16743.71,C000035624,8799.7,9704.75,0,0
178,PAYMENT,930.55,C000064358,38621.28,37690.72,C000004761,2605.93,3536.48,0,0
178,CASH_IN,631.4,C000033003,5333.1,4701.7,C000048840,872.52,1503.92,0,0
178,CASH_IN,1007.58,C000008935,40007.99,39000.41,C000018251,39014.73,40022.31,0,0
178,CASH_IN,1536.65,C000026979,1643.81,107.15,C000033918,658.04,2194.69,0,0
178,CASH_OUT,1058.26,C000001774,24076.34,23018.08,C000025615,3282.25,4340.51,0,0
178,CASH_IN,619.22,C000003808,2405.1,1785.88,C000027684,5611.71,6230.93,0,0
178,CASH_OUT,7012.08,C000055891,88.23,0.0,C000011699,927.57,7939.65,0,0
179,PAYMENT,4352.68,C000002604,149.45,0.0,C000001470,116.83,4469.52,0,0
179,CASH_OUT,82.9,C000065059,8771.22,8688.32,C000039183,977.23,1060.12,0,0
179,PAYMENT,194.62,C000017885,1161.66,967.04,C000046835,5273.39,5468.01,0,0
179,PAYMENT,172.15,C000035893,1257.19,1085.03,C000040506,1382.86,1555.01,0,0
179,CASH_IN,1465.62,C000002618,1288.44,0.0,C000017327,877.26,2342.89,0,0
179,CASH_OUT,1568.12,C000049275,11535.71,9967.58,C000004733,10887.05,12455.17,0,0
179,CASH_OUT,68.88,C000057967,27205.56,27136.68,C000053636,666.96,735.84,0,0
179,CASH_OUT,101.85,C000037790,34823.63,34721.78,C000016829,214.18,316.03,0,0
179,PAYMENT,632.38,C000036442,419.58,0.0,C000033920,30294.65,30927.03,0,0
179,CASH_OUT,294.92,C000026007,5295.91,5000.98,C000035255,6146.8,6441.72,0,0
179,PAYMENT,355.21,C000055201,11477.36,11122.16,C000005157,4957.57,5312.78,0,0
179,DEBIT,5538.27,C000066322,165.04,0.0,C000063117,218.16,5756.43,0,0
179,CASH_IN,465.7,C000053852,868.37,402.67,C000045143,2805.55,3271.25,0,0
179,PAYMENT,1140.53,C000009084,5443.7,4303.17,C000016400,520.81,1661.34,0,0
179,TRANSFER,648.37,C000041665,2895.36,2246.99,C000046144,110.64,759.01,0,0
179,CASH_IN,435.34,C000011364,145.17,0.0,C000066138,855.23,1290.57,0,0
179,PAYMENT,479.02,C000045804,1902.49,1423.46,C000012165,653.71,1132.73,0,0
179,CASH_IN,1065.31,C000005416,31355.56,30290.25,C000016337,58.5,1123.81,0,0
179,PAYMENT,852.55,C000021826,243.77,0.0,C000057893,34766.83,35619.38,0,0
179,CASH_OUT,4415.29,C000042494,4415.29,0.0,C000063290,6021.93,10437.22,1,0
179,CASH_OUT,54.49,C000044667,17358.0,17303.51,C000018180,236.53,291.03,0,0
179,PAYMENT,493.23,C000003112,6513.48,6020.25,C000040940,660.84,1154.06,0,0
179,CASH_IN,983.34,C000053070,5794.34,4811.0,C000004526,988.06,1971.4,0,0
179,TRANSFER,660.8,C000028176,679.09,18.29,C000000123,1508.31,2169.11,0,0
179,CASH_IN,338.86,C000000852,603.67,264.81,C000062076,1549.76,1888.62,0,0
179,CASH_IN,4008.23,C000002714,5033.56,1025.32,C000036687,3679.8,7688.04,0,0
179,TRANSFER,294.51,C000020301,3440.88,3146.37,C000051794,241.51,536.02,0,0
179,PAYMENT,7156.57,C000033476,1304.92,0.0,C000041162,478.67,7635.24,0,0
179,CASH_OUT,1220.07,C000048464,37444.41,36224.34,C000015751,15266.22,16486.28,0,0
179,PAYMENT,237.22,C000036683,1049.57,812.35,C000017737,588.72,825.94,0,0
179,CASH_IN,820.51,C000002105,678.22,0.0,C000022880,70937.41,71757.93,0,0
179,CASH_IN,2870.87,C000007469,12157.87,9287.0,C000034742,6281.34,9152.21,0,0
179,PAYMENT,3724.27,C000041850,2192.42,0.0,C000062566,909.76,4634.03,0,0
179,DEBIT,229.65,C000061032,2352.22,2122.57,C000032494,2824.63,3054.28,0,0
179,CASH_OUT,497.37,C000008640,9932.66,9435.29,C000016843,12287.69,12785.06,0,0
179,PAYMENT,154.45,C000029953,2671.84,2517.39,C000051112,2780.87,2935.31,0,0
179,CASH_OUT,247.76,C000010455,83261.07,83013.32,C000010260,446.34,694.1,0,0
179,CASH_IN,98.41,C000009409,13880.61,13782.2,C000049169,9906.79,10005.2,0,0
179,CASH_OUT,1731.23,C000002285,271.45,0.0,C000044843,1102.66,2833.89,0,0
179,CASH_IN,107.54,C000054610,2967.99,2860.45,C000033979,6257.21,6364.75,0,0
179,PAYMENT,416.08,C000052124,4807.15,4391.07,C000046715,4901.29,5317.38,0,0
179,CASH_OUT,1877.68,C000025312,11770.16,9892.48,C000054897,2905.07,4782.75,0,0
179,PAYMENT,1447.88,C000046944,2656.04,1208.16,C000034997,78603.17,80051.04,0,0
179,PAYMENT,2023.52,C000033646,2583.86,560.33,C000053428,6882.73,8906.26,0,0
179,CASH_OUT,719.62,C000060484,2104.8,1385.18,C000024898,142.45,862.07,0,0
179,DEBIT,1304.82,C000010957,5280.06,3975.23,C000027556,797.92,2102.74,0,0
179,CASH_OUT,111.24,C000061290,7476.29,7365.04,C000022585,2741.32,2852.56,0,0
179,PAYMENT,1531.89,C000060504,45318.62,43786.74,C000012741,20051.44,21583.33,0,0
179,DEBIT,598.8,C000006428,14729.61,14130.8,C000011357,82.08,680.89,0,0
179,CASH_IN,138.04,C000021537,2163.86,2025.82,C000024900,104.99,243.02,0,0
179,PAYMENT,3917.97,C000021077,1317.38,0.0,C000043083,7012.94,10930.91,0,0
179,TRANSFER,274.25,C000000087,89.85,0.0,C000028556,161.5,435.75,0,0
179,CASH_OUT,136.39,C000048299,27825.14,27688.75,C000014933,330.31,466.7,0,0
179,CASH_OUT,161.59,C000014642,27844.02,27682.42,C000023431,152.51,314.1,0,0
179,CASH_OUT,831.02,C000020835,7598.82,6767.8,C000051226,5042.38,5873.41,0,0
179,CASH_IN,718.07,C000006158,693.61,0.0,C000048802,582.43,1300.5,0,0
179,CASH_OUT,3292.95,C000044657,24753.74,21460.78,C000055812,6358.92,9651.88,0,0
179,PAYMENT,238.92,C000008331,1856.09,1617.17,C000046305,2475.25,2714.17,0,0
179,DEBIT,1232.63,C000012933,2921.31,1688.69,C000022466,1024.0,2256.63,0,0
179,CASH_OUT,198.65,C000033872,2529.59,2330.94,C000062067,254.38,453.03,0,0
179,CASH_IN,311.5,C000018182,13671.22,13359.72,C000007006,1940.99,2252.48,0,0
179,DEBIT,156.12,C000043057,22030.25,21874.13,C000042874,1090.72,1246.84,0,0
179,CASH_IN,223.83,C000022115,4567.37,4343.54,C000026645,2343.26,2567.09,0,0
179,CASH_IN,319.95,C000021359,1468.38,1148.44,C000028341,36.24,356.19,0,0
179,PAYMENT,86.77,C000050488,9370.43,9283.66,C000030591,933.37,1020.14,0,0
179,CASH_IN,86.51,C000005270,8742.28,8655.76,C000010014,2832.77,2919.28,0,0
179,TRANSFER,341.67,C000038421,1455.98,1114.31,C000008723,124.5,466.16,0,0
179,CASH_IN,851.2,C000062340,10454.34,9603.14,C000029060,18599.83,19451.03,0,0
179,PAYMENT,376.34,C000064207,4278.2,3901.86,C000035590,3615.48,3991.82,0,0
179,PAYMENT,531.78,C000016238,1987.49,1455.7,C000008924,4344.57,4876.35,0,0
179,CASH_OUT,1010.61,C000029749,29271.05,28260.44,C000012692,3514.33,4524.94,0,0
179,CASH_OUT,943.35,C000005091,4505.32,3561.97,C000008806,549.19,1492.54,0,0
179,CASH_OUT,734.36,C000028761,14158.14,13423.78,C000030494,7568.88,8303.24,0,0
179,PAYMENT,91.89,C000013417,63880.3,63788.42,C000008862,2798.8,2890.69,0,0
179,TRANSFER,116.82,C000017137,1102.7,985.88,C000017561,424.49,541.31,0,0
179,CASH_IN,773.8,C000038138,1160.15,386.35,C000018099,12336.57,13110.37,0,0
179,CASH_IN,815.43,C000001676,1218.46,403.03,C000033654,6018.06,6833.49,0,0
179,TRANSFER,217.01,C000004945,1366.57,1149.56,C000057399,3059.11,3276.12,0,0
179,PAYMENT,987.53,C000063162,16325.85,15338.32,C000046811,2695.02,3682.55,0,0
179,CASH_IN,809.49,C000047820,1425.38,615.89,C000029089,2651.47,3460.95,0,0
179,TRANSFER,3155.45,C000051036,973.51,0.0,C000036930,1096.05,4251.5,0,0
